bidder_id,outcome,nb_bids,nb_auctions,nb_won,max_bids,nb_devices,nb_ips,nb_countries,nb_urls,ratio_main_url,min_action_time,mean_action_time,unique_action_time,min_react_time,mean_react_time,unique_react_time,merchandise_books and music,merchandise_computers,merchandise_home goods,merchandise_jewelry,merchandise_mobile,merchandise_office equipment,merchandise_others,merchandise_sporting goods
57e1892d3d62d87c9ba5e8425a1958c0fn11u,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
88e24a019c32a60f2ff315a9d217ec33q144x,0.0,2,2,0,1,2,2,2,1,0.0,3528105263157.0,3528105263157.0,1,315789474.0,107921052631.5,2,0,0,0,0,1,0,0,0
2906a20e0b4f7ce840d051c4be898b66do6wh,0.0,157,6,1,103,51,70,1,40,0.7388535031847133,526315789.0,494683198380.5641,155,315789473.0,402452429149.78845,153,0,0,0,0,0,0,0,1
67083f257438b1b79cb09cfa601890855of77,0.0,2,2,0,1,2,2,2,2,0.5,3824421052632.0,3824421052632.0,1,736842105.0,3052631579.0,2,0,0,0,0,1,0,0,0
d1f000f475c502ecd2e993c52987e63ed3k7n,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
bd8bd6cae40abb19b81b6b6a7775f63e5tk1s,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,13368421053.0,13368421053.0,1,0,0,0,0,1,0,0,0
3961434cea4339f0049798fab2bc73aekuxjv,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
a3ef8857f2e33ecd25c409622b4e3ebcij8hv,1.0,74,20,0,10,19,33,2,24,0.0,0.0,155431146359.0411,69,0.0,66479374110.98649,72,0,0,0,0,1,0,0,0
a8a5bcf248e1326b3340c88e057f59e9nlslq,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
db5e9f85e7d180f7d952f12e5dae5900q9xif,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
e24542c1bd46a4a0f98b0fa95d8fc40brecdx,1.0,228,68,11,25,42,228,7,3,0.05263157894736842,368421052.0,59666589380.94273,223,1368421053.0,234433082706.80475,206,0,1,0,0,0,0,0,0
8b809e18804865ff2a2e799c9a5e8a48mtxdh,0.0,26,17,0,4,16,22,4,20,0.23076923076923078,631578947.0,528955789473.68,25,52631579.0,233635627530.26923,26,1,0,0,0,0,0,0,0
e1fb642deec7b382433de94983d97681o14ko,0.0,101,68,2,18,62,96,22,62,0.32673267326732675,894736842.0,772384210526.31,99,0.0,671612045577.866,92,0,0,0,1,0,0,0,0
5d02346d70f11cd61d9fb955846ee9bdp5o6k,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
bf80bec9b4a8d29c494f8545f2a4be4eji6qj,0.0,36,8,0,27,13,34,2,12,0.0,210526316.0,2121392481203.0,35,0.0,38087719298.25,29,0,0,0,0,1,0,0,0
3fae46174ef1a7dce5e9893775f814c4so8s0,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
313ede314e2e05c31471fd6a93f98af713jud,0.0,6,3,0,4,6,6,6,6,0.16666666666666666,79736842105.0,1065526315789.6,5,157894737.0,4675438596.5,6,0,0,0,1,0,0,0,0
9b51afa3c3a736bdf93bd1f2a7b0a0903c34w,0.0,14,4,0,11,11,14,5,8,0.35714285714285715,25263157895.0,945716599190.2307,13,52631579.0,4511278195.571428,13,0,0,0,0,1,0,0,0
35b111da8e919bb34e80511be9cbd128pjjdm,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
6b9a3d480add21788772e118e6d51ed57e3w9,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,271052631579.0,271052631579.0,1,0,0,0,0,0,0,0,1
30ef7862d69b3440ebf2726ee85a0b8397ta7,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
f8d0d52114da74d98800dc7553008705dth38,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,21157894736.0,21157894736.0,1,0,0,0,0,1,0,0,0
3d7cff3dedd8a8e02dbc551c6a61da3bibbvh,1.0,263,70,2,36,87,152,27,111,0.5399239543726235,105263158.0,294701084773.00385,254,0.0,210265213815.78906,228,0,0,1,0,0,0,0,0
39f9dad880d32ee607af7571ec24807bn1g2d,0.0,24,14,2,8,16,24,1,2,0.875,16842105263.0,3354144164759.7393,23,7368421053.0,2545387559808.4546,22,0,0,0,0,0,0,0,1
8fe6da2176541d0ce24574dbb60f9107oq1kn,0.0,13,4,0,10,11,13,6,6,0.5384615384615384,335736842106.0,6421057017543.917,12,52631579.0,11878542510.153847,11,0,0,0,0,1,0,0,0
66513f72be85596a527f9f653db3cb72cq4jg,0.0,616,197,11,23,192,516,33,204,0.41883116883116883,157894737.0,125653145057.76585,516,0.0,642925452976.6918,479,0,0,0,0,1,0,0,0
5b45b150b6b683a98b5bc19c4214f44cvzru7,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
01255c2c7c5578c186873422fc00fd7afwk8k,0.0,7,4,0,4,7,7,2,6,0.2857142857142857,245368421052.0,2059622807017.5,6,263157895.0,14195488722.0,7,0,0,0,1,0,0,0,0
f04748a1437347d837a65ce04ee7d94enqhub,0.0,111,9,0,100,74,104,41,3,0.972972972972973,789473684.0,701039234449.7545,109,0.0,22545933014.381817,47,0,0,0,1,0,0,0,0
3835e3bbf9a17a33867860a9ba19621dp4wdc,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
9ab3bca29dbc32070cd7f729ea55639a350tu,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
b46132a554a2a3b93efc5a9352036e6crl6sk,1.0,28,13,0,8,17,20,1,5,0.21428571428571427,368421053.0,491534113060.44446,27,105263158.0,96554655870.5,25,0,0,0,1,0,0,0,0
c871daa6b709e008825b667b05efddca04jbe,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
644e284380171fa793695a91b6a12c28jcwku,0.0,8,6,0,2,8,8,3,7,0.125,15210526316.0,1875398496240.5715,7,105263158.0,113184210526.25,8,0,0,0,0,0,1,0,0
37921a9d842612b3b0281f7098d0002539xrj,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,59210526316.0,59210526316.0,1,0,0,0,0,0,0,0,1
2a5726bd00709641cc54a8ab5422cde3uchoe,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
10b431aa15b56084d32fe1ef123c4305wo1nl,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
c2294751630e49a4e594dfd89383b271qzp0m,0.0,3919,445,49,241,505,2551,81,3079,0.14493493238070937,0.0,19730286666.129147,811,0.0,564112282515.5404,1968,0,0,0,0,1,0,0,0
c6f07c222aa3a9d35b0e01f8959ffd21oownr,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
573cf43253a18821e50dfae941ac287ceymgo,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
18eb8d55c84019b9196c5ca7e072b287bv68e,0.0,4,3,0,2,4,4,4,4,0.0,2472736842106.0,22468754385965.0,3,368421053.0,3815789473.75,4,0,0,0,0,1,0,0,0
85371e59ea43c33c7e481ba3c214e893ail7f,0.0,2,2,0,1,2,2,1,1,1.0,65528473684210.0,65528473684210.0,1,77315789474.0,241973684210.5,2,0,0,0,0,1,0,0,0
86b6207b5e87d58ae307bdc1545a101akz0ew,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,5315789473.0,5315789473.0,1,0,0,0,0,1,0,0,0
a4c40fd7a4c1040283fb2b84611eaad240849,0.0,4,1,0,4,1,4,1,1,1.0,52631579.0,1823526315789.6667,3,52631579.0,6250000000.0,4,0,0,0,1,0,0,0,0
fb6814db96bbaf61f42270a85f0f62adunxft,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,36789473684.0,36789473684.0,1,0,0,1,0,0,0,0,0
4c2699de8bc9516b09c5e5c8bae6d6c6xiry9,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,1736842105.0,1736842105.0,1,0,0,0,0,0,0,0,1
1c66f261724506bee45dd18a4d221bfeh1687,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,6421052631.0,6421052631.0,1,0,0,0,0,0,0,0,1
67d245e38ee756947ed395fa099807fchxv99,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,169631578947.0,169631578947.0,1,0,0,0,0,1,0,0,0
eacfdb47b3daccebd9f16779c5542fe5eytoc,0.0,5,5,0,1,5,5,2,2,0.0,513000000000.0,2677723684210.5,4,842105263.0,15442105263.0,5,0,0,0,0,1,0,0,0
200b548999702c10f8f9fdbae9ce60622owzv,0.0,94,36,2,13,49,77,5,18,0.4787234042553192,631578948.0,830715902659.871,92,52631579.0,60671332586.75532,81,0,0,0,0,0,0,0,1
20d08c7edbcb4b4ac0214b664ca5bb9cprntj,0.0,8,4,0,5,7,7,4,3,0.625,187421052632.0,977834586466.1428,7,105263158.0,21756578947.25,7,0,0,0,0,1,0,0,0
4ab56df4b1befe3e2ce5cd98e8950ba2psqq2,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
d8d90875fbcf94c3b4c5c00479cbed6e1mqrl,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,421052632.0,421052632.0,1,0,0,1,0,0,0,0,0
2b72d702b44fd7dd58062e326fd8e4779j8mp,0.0,5,4,0,2,4,5,2,2,0.0,773631578948.0,2169039473684.25,4,157894737.0,151905263158.0,5,0,0,0,1,0,0,0,0
fbca8e44d824faa1fa6b99325758ff19vi94a,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
584d1d60d357a4ee1fd3b0a6a72de1dc4rodn,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
0353aa9e97bd46119c90b8892f99982esfem3,0.0,18,15,0,2,13,15,4,6,0.5555555555555556,421052631.0,4380749226006.2354,17,421052631.0,123578947368.38889,17,0,0,0,1,0,0,0,0
651402deb28af3e3d1ab9a6b88314b591uuaz,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
d63671871e4010e904b9419e48781565weafn,0.0,8,5,0,2,4,7,1,5,0.0,117210526315.0,9965436090225.572,7,263157895.0,16848684210.75,8,0,0,0,0,1,0,0,0
3ddd3eba016fc11b07c8a9ecb3fcc2975bkru,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
f01d8d55568b1f54b6946a1b78a3983exkz5u,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,11105263157.0,11105263157.0,1,0,0,0,0,0,1,0,0
64885ec89a54c64598b2d196e1fe2e351cd60,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,16263157895.0,16263157895.0,1,0,0,0,0,1,0,0,0
cafa845bd657b17eaa82940d4767d9dfe9uxg,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
e0e5719b5d763eb4e04c7f6e4e32884cmlpj7,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
392d936106b75256632c9dc83c4f1a169bke9,0.0,9,8,0,2,7,9,3,2,0.0,20105263158.0,8223980263157.875,8,1368421053.0,472736842105.2222,9,0,0,0,0,1,0,0,0
2a4654987b59646a120ac74301339afc4eylt,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
9211adb9cc770c78a70b55441acd146bfxnz2,0.0,8,6,0,3,8,8,6,5,0.0,74210526315.0,1884849624060.1428,7,421052632.0,35480263157.875,8,0,0,0,1,0,0,0,0
e69dc706f159ef6e26df0d88388bc5edlymly,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,1526315789.0,1526315789.0,1,0,0,0,0,0,1,0,0
65d3cc1725c4506fe02be3e2b24435bbbd6qf,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,894736842.0,894736842.0,1,0,0,0,1,0,0,0,0
a6e261c09ae8aa7d0a47ffeb0110aa519jowa,0.0,58,23,1,11,31,53,26,40,0.3275862068965517,2105263158.0,231911357340.7193,57,0.0,66788550323.12281,53,0,0,0,0,0,0,0,1
7d72bde2e297ee81296adb4fd56e8800p7lbe,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
6533b670e02ccf583288ba7c8f5fb1carmirt,1.0,40,16,0,9,3,35,3,35,0.0,0.0,234232118758.43588,36,0.0,312190789473.625,37,0,0,0,0,0,0,0,1
55d0b2506cef6464d799879b65c6ba29hjcv3,0.0,37,21,1,5,5,31,8,1,1.0,17894736842.0,2050940058479.5278,36,3263157895.0,1794378378378.3784,37,0,0,0,0,1,0,0,0
45927dd51fb4301c459ab96d48f64752q0o9e,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,3485052631579.0,3485052631579.0,1,0,0,0,0,0,1,0,0
7ce12bb499c156ba4513becaa42aa8c143v75,0.0,16,4,1,13,8,16,1,16,0.0625,52473684211.0,812073684210.5333,15,5105263158.0,674403508772.0667,15,0,0,0,0,0,0,0,1
b7efeea5ff94a281635ca2f0f7e8b3ca4zykk,0.0,9,8,0,2,9,9,3,9,0.1111111111111111,99052631579.0,8940381578947.375,8,894736842.0,59157894736.55556,9,0,1,0,0,0,0,0,0
7f603f668968facebb0567015ad4c201kikrh,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
9ebd57da79b9286fd67a53e61528cf63a1w6c,0.0,4,4,1,1,3,4,2,4,0.0,1257947368421.0,3072315789473.6665,3,6368421053.0,171407894737.0,4,0,0,0,0,0,0,0,1
14f226ef57ed64d8e14c8b5ae929143cgq3em,0.0,19,19,0,1,16,19,8,9,0.5263157894736842,102210526316.0,3577941520467.8335,18,315789473.0,60191135733.89474,19,0,0,0,0,1,0,0,0
e5fd2ebbf5bac9ddc73ce524e1b33c3akti0q,0.0,6,5,1,2,3,6,1,6,0.0,792052631578.0,2564147368421.0,5,1210526316.0,11121464912280.834,6,0,0,0,0,1,0,0,0
3073d007a5b42b827cc770ecf4805278xvvzl,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,40473684210.0,40473684210.0,1,0,0,0,0,0,0,0,1
9774dc752f855f07b9c00eb7018b607c0ymxo,0.0,3,2,0,2,2,2,2,2,0.0,578947369.0,33624210526316.0,2,578947369.0,947877192982.6666,3,0,0,0,0,1,0,0,0
ff566c87f2babf3dcd67be286e1c6666cxzh1,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
3b947f8c954acf4354d2c3bdcd494fb0x54ee,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
b1bc9ff2b98df742affda07c5977c7345dpm5,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
05c6b93bf8f083b2d0a03ffc0fc3524ba8fi5,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
56cfe8b0d574e1df3f823c2cf32226eff52uw,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
c0d065cc8cb585f027143f2ebc6b49f01g1wr,0.0,16,13,0,2,9,16,1,4,0.4375,20789473685.0,4721631578947.333,15,315789474.0,224990131579.0,16,0,0,1,0,0,0,0,0
ec0c9e98cdf302274974ad212477f851iw35b,0.0,290,129,4,12,126,253,33,159,0.3724137931034483,210526316.0,267209433618.64706,282,0.0,292383592433.05695,232,0,0,0,1,0,0,0,0
b6a7b5bba132a90e7c7cb350d2bfa52d7sion,0.0,30,21,3,3,14,23,2,11,0.6333333333333333,9157894737.0,386009074410.1724,29,4473684210.0,458214156080.0,29,0,0,0,0,1,0,0,0
dd1675bf26316cd4630087fb47d0ff8fsug8e,0.0,19,6,0,8,18,19,1,14,0.10526315789473684,3315789474.0,3961871345029.278,18,421052632.0,91171745152.3158,19,0,0,0,0,0,0,0,1
1bbfbd968c065ff5dabeffe311bc3ddeezbof,0.0,1117,150,3,153,273,883,64,250,0.2739480752014324,52631578.0,69248207885.30466,782,52631578.0,134214019353.30762,637,0,0,0,1,0,0,0,0
a664b6b42fd48403fbd34800063fa50bz6k4m,1.0,16,5,0,4,1,16,1,4,0.0,157894737.0,1080701754.4,14,736842105.0,18743421052.5625,16,0,0,0,0,0,0,0,1
e19f258fa5019e58974b562a8e1433ccluztk,0.0,172,67,4,17,100,134,19,22,0.7093023255813954,631578948.0,451076946752.84796,169,0.0,589784179383.361,155,0,0,1,0,0,0,0,0
4703c8940eaa3f3bf5082ec2f155a8619i1yw,0.0,18,18,4,1,11,16,2,4,0.8333333333333334,32263157894.0,4389154798761.647,17,157894736.0,1069708502024.2307,13,0,0,0,0,0,0,0,1
a99f91d51e8d9f5786dfa52e24292dfebi55j,0.0,7,2,0,6,4,7,1,7,0.0,21263157894.0,1239377192982.5,6,2894736842.0,22075187969.857143,7,0,0,0,0,0,0,0,1
c9fbbfcc89730e961499b4b30ffc4a98umxko,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
a60101895443bfa5d4485b9c2c3e1b68t5ppq,0.0,3,3,1,1,2,3,1,2,0.6666666666666666,1705473684211.0,4594394736842.5,2,35631578947.0,153684210526.33334,3,0,0,0,0,0,0,0,1
5e8bf58291656ddd5fd2f71825565446aiopv,0.0,187,39,0,47,101,176,38,167,0.09090909090909091,315789474.0,72023769100.16667,184,52631579.0,56372665534.78494,158,0,0,0,0,0,0,0,1
20a2d48ac3400228e7a0296aaa596a0fvckdc,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
9be87a4f123366660d7f6d40ffa493a8ffpsj,0.0,2,2,0,1,2,2,2,2,0.5,8353368421052.0,8353368421052.0,1,2263157894.0,1076368421052.5,2,0,0,0,1,0,0,0,0
662b66b1227816c2f9017cadbc148381alne2,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,52631579.0,52631579.0,1,0,0,0,0,1,0,0,0
0870fb7e5701f3ba56762b03e157afdc1yw7u,0.0,63,9,0,53,29,42,6,37,0.23809523809523808,6157894737.0,212838709677.41934,62,52631579.0,10987468671.63492,45,0,0,0,0,0,0,0,1
84bd02dc56fb7c3402426ef7e8e166e2ptwo6,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
42cce5c657dc7d99911d950cb22fcb4fmzz5e,0.0,3,1,0,3,2,2,1,1,0.0,1210526316.0,1655578947368.5,2,105263158.0,280701754.6666667,3,0,0,0,1,0,0,0,0
8322695c21cb27accf0fe269438bd78fn3x44,0.0,1516,332,54,52,378,1103,76,973,0.224934036939314,0.0,51006670140.69835,898,0.0,906289993900.8889,1132,0,0,0,1,0,0,0,0
679d60378d42ca9d3b8a28073fe14fc7bv4jh,0.0,40,34,0,4,28,40,6,33,0.15,2263157895.0,1965693657219.9744,39,0.0,135797570850.07692,38,0,0,0,0,0,0,0,1
51d2e1b98b7a1e42b939637dc6e11381zu201,0.0,11,1,0,11,11,11,6,1,1.0,95578947368.0,1252515789473.7,10,105263158.0,870813397.0,11,0,0,0,0,1,0,0,0
876b122982958678f14bb25d887dd79dun3qa,0.0,5,5,0,1,5,5,2,5,0.0,478368421053.0,18236802631579.0,4,3368421053.0,225052631579.0,4,0,0,0,0,1,0,0,0
8f6f7baf33fe2a5206ed3ca88446a99bmq453,0.0,12,11,0,2,2,4,4,4,0.0,5315789474.0,955224880382.8182,11,736842105.0,63100877192.833336,12,0,0,0,0,1,0,0,0
061690ceb6004807b7906968bf382dfcbve7y,1.0,50,17,0,10,6,33,2,1,1.0,52631579.0,1527837808807.7346,47,52631579.0,48690526315.72,48,0,0,0,0,1,0,0,0
96caf14832aa8be04d98aa481b320392kb2gc,0.0,34,30,0,2,20,33,9,26,0.0,1105263158.0,2336441786283.909,33,789473684.0,49325358851.666664,31,0,0,0,0,1,0,0,0
61101089c1b34f409fc9b836a7f9cd163y22l,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
a3910fbd35b7a0c383c9805eafda616fra4xo,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
d7c046d4328c139e76fea7c1833e8fe6fx4yz,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,247631578948.0,247631578948.0,1,0,0,0,1,0,0,0,0
ce22684df495e376e32ac95d3ceb1164t37l2,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
37ebf34eaeb8a434976416c34ed5c6d8ywyoj,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,165157894736.0,165157894736.0,1,0,0,0,0,0,0,0,1
2819b8b2295f272f33f8e76fd344ce6bywj1p,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,473684211.0,473684211.0,1,0,0,0,0,0,0,0,1
d4a84bdffb9543626fdd42c879343ce26ds4l,0.0,3,2,0,2,3,3,2,3,0.0,1742578947369.0,28972447368421.0,2,315789473.0,463228070175.0,3,0,0,0,0,1,0,0,0
29b8af2fea3881ef61911612372dac41vczqv,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
b1729d5905e896a8411f81bb65d66343ladls,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
c1434e440370882ecf00ac52140f7adbuy1e9,0.0,3,3,0,1,3,3,1,2,0.6666666666666666,8742789473684.0,35476000000000.0,2,157894737.0,20754385965.0,3,0,0,0,0,1,0,0,0
8bf04b0a219c7834b25057c0220b4d0dhwdsg,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,1789473684.0,1789473684.0,1,0,0,0,0,0,0,0,1
790c497536a2a9fe080c3b2ee6d5eeb9caiv8,0.0,1,1,0,1,1,1,1,1,0.0,76929105263158.0,76929105263158.0,1,5105263158.0,5105263158.0,1,0,0,0,1,0,0,0,0
8d8f705595701b921012777a281a553622300,0.0,2,2,0,1,2,2,2,2,0.0,19947368421.0,19947368421.0,1,8210526316.0,14421052631.5,2,0,0,0,0,1,0,0,0
9393cc68d0357d7b200a94fdf93ee3cf7xg5l,0.0,1,1,0,1,1,1,1,1,1.0,76929105263158.0,76929105263158.0,1,752052631579.0,752052631579.0,1,0,0,0,0,1,0,0,0
445305769cbfccafc89ff5ebd004598einesy,0.0,323,124,14,52,146,272,33,170,0.3065015479876161,105263157.0,42240764955.86957,297,52631579.0,235048314793.28076,277,0,0,0,1,0,0,0,0
be3bec53b42be118ef2a87fc40db7311k4as3,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
45c3a73b88760d4390f42ea4fae97d84la5wh,0.0,3,3,0,1,3,3,3,3,0.3333333333333333,740157894736.0,2074236842105.0,2,789473684.0,15842105263.0,3,0,0,0,0,1,0,0,0
82194e7d8f9b84e71b789e763b5c3263r6d98,0.0,8,8,0,1,6,8,4,5,0.5,9894736842.0,9694187969924.857,7,157894737.0,81677631579.0,8,1,0,0,0,0,0,0,0
2794512e8edad5f99d28c33c7560fccb9zl8i,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
9f793ee6e6df7f69b5a5acb4e13db0476b26x,0.0,0,0,0,0,0,0,0,0,0.0,76929105263158.0,76929105263158.0,1,75974105263158.0,75974105263158.0,1,0,0,0,0,1,0,0,0
0318e0a173f7c65db40116b903884c854x258,0.0,1116,145,14,138,242,941,101,197,0.775089605734767,0.0,69282983242.86009,726,0.0,277037974683.5488,623,0,0,0,0,0,0,0,1
6767cffbe2c0957492aa451560655be3hjd6s,0.0,13,12,5,2,2,2,1,5,0.0,52631579.0,132578947368.41667,11,21947368421.0,2992114832535.909,11,0,0,0,0,1,0,0,0
06a58d4af0fe7ee15324b0e921e8de1260vef,0.0,1027,174,2,699,297,835,74,143,0.21908471275559882,0.0,75257463835.02632,750,0.0,89860317950.30107,341,0,0,0,0,1,0,0,0
012441119bcf83b23d4768bb72cea6d6carua,0.0,3,3,0,1,3,3,3,2,0.6666666666666666,538842105263.0,2262500000000.0,2,578947369.0,7912280702.0,3,0,0,0,0,1,0,0,0
